Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
362635.349398,practice,1,1,trial_onset,16,0,0,simulated
362636.9783488,practice,1,1,response_onset,16,0,0,simulated
362637.5730383,practice,1,1,response_press,0,128,0,simulated
362638.7899115,practice,1,2,trial_onset,16,0,0,simulated
362640.4282827,practice,1,2,response_onset,16,0,0,simulated
362640.8775174,practice,1,2,response_press,0,128,0,simulated
362642.1068117,practice,1,3,trial_onset,16,0,0,simulated
362643.7408376,practice,1,3,response_onset,16,0,0,simulated
362644.1522661,practice,1,3,response_press,0,16,0,simulated
362645.3687575,practice,1,4,trial_onset,16,0,0,simulated
362647.0057879,practice,1,4,response_onset,16,0,0,simulated
362647.4214863,practice,1,4,response_press,0,16,0,simulated
362648.6305295,practice,1,5,trial_onset,16,0,0,simulated
362650.2588349,practice,1,5,response_onset,16,0,0,simulated
362650.7187565,practice,1,5,response_press,0,64,0,simulated
362651.9215397,practice,1,6,trial_onset,16,0,0,simulated
362653.5591854,practice,1,6,response_onset,16,0,0,simulated
362653.9552876,practice,1,6,response_press,0,64,0,simulated
362655.1787524,practice,1,7,trial_onset,16,0,0,simulated
362656.81322,practice,1,7,response_onset,16,0,0,simulated
362657.2071629,practice,1,7,response_press,0,32,0,simulated
362658.4511332,practice,1,8,trial_onset,16,0,0,simulated
362660.0782787,practice,1,8,response_onset,16,0,0,simulated
362660.5201255,practice,1,8,response_press,0,32,0,simulated
