Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
358409.9555986,practice,1,1,trial_onset,16,0,0,simulated
358412.0169469,practice,1,1,response_onset,16,0,0,simulated
358412.5756672,practice,1,1,response_press,0,128,0,simulated
358413.7940576,practice,1,2,trial_onset,16,0,0,simulated
358415.6665011,practice,1,2,response_onset,16,0,0,simulated
358416.264366,practice,1,2,response_press,0,16,0,simulated
358417.4951124,practice,1,3,trial_onset,16,0,0,simulated
358419.367205,practice,1,3,response_onset,16,0,0,simulated
358419.9032621,practice,1,3,response_press,0,128,0,simulated
358421.1260195,practice,1,4,trial_onset,16,0,0,simulated
358423.0009284,practice,1,4,response_onset,16,0,0,simulated
358423.4426272,practice,1,4,response_press,0,32,0,simulated
358424.6707187,practice,1,5,trial_onset,16,0,0,simulated
358426.5540366,practice,1,5,response_onset,16,0,0,simulated
358426.9475178,practice,1,5,response_press,0,64,0,simulated
358428.1549111,practice,1,6,trial_onset,16,0,0,simulated
358430.0182097,practice,1,6,response_onset,16,0,0,simulated
358430.4162397,practice,1,6,response_press,0,32,0,simulated
358431.613315,practice,1,7,trial_onset,16,0,0,simulated
358433.4849763,practice,1,7,response_onset,16,0,0,simulated
358433.8262619,practice,1,7,response_press,0,16,0,simulated
358435.0683891,practice,1,8,trial_onset,16,0,0,simulated
358436.9318958,practice,1,8,response_onset,16,0,0,simulated
358437.3209549,practice,1,8,response_press,0,64,0,simulated
