Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
182525.9791688,practice,1,1,trial_onset,16,0,0,simulated
182528.3201842,practice,1,1,response_onset,16,0,0,simulated
182529.0149919,practice,1,1,response_press,0,32,0,simulated
182530.2428532,practice,1,2,trial_onset,16,0,0,simulated
182532.352657,practice,1,2,response_onset,16,0,0,simulated
182532.9454288,practice,1,2,response_press,0,64,0,simulated
182534.1766827,practice,1,3,trial_onset,16,0,0,simulated
182536.2877384,practice,1,3,response_onset,16,0,0,simulated
182536.6770846,practice,1,3,response_press,0,16,0,simulated
182537.8645807,practice,1,4,trial_onset,16,0,0,simulated
182539.988837,practice,1,4,response_onset,16,0,0,simulated
182540.3921366,practice,1,4,response_press,0,32,0,simulated
182541.6401057,practice,1,5,trial_onset,16,0,0,simulated
182543.7532267,practice,1,5,response_onset,16,0,0,simulated
182544.1152435,practice,1,5,response_press,0,128,0,simulated
182545.321028,practice,1,6,trial_onset,16,0,0,simulated
182547.4402201,practice,1,6,response_onset,16,0,0,simulated
182547.896167,practice,1,6,response_press,0,64,0,simulated
182549.1100678,practice,1,7,trial_onset,16,0,0,simulated
182551.2206271,practice,1,7,response_onset,16,0,0,simulated
182551.5988427,practice,1,7,response_press,0,16,0,simulated
182552.8160561,practice,1,8,trial_onset,16,0,0,simulated
182554.936203,practice,1,8,response_onset,16,0,0,simulated
182555.2798152,practice,1,8,response_press,0,128,0,simulated
182559.0494538,task,1,1,trial_onset,32,0,0,simulated
182561.1702328,task,1,1,response_onset,32,0,0,simulated
182561.5255391,task,1,1,response_press,0,128,0,simulated
182562.7357543,task,1,2,trial_onset,32,0,0,simulated
182564.8536139,task,1,2,response_onset,32,0,0,simulated
182565.2664493,task,1,2,response_press,0,32,0,simulated
182568.3395205,task,2,1,trial_onset,32,0,0,simulated
182570.4537584,task,2,1,response_onset,32,0,0,simulated
182570.7854253,task,2,1,response_press,0,16,0,simulated
182571.9926973,task,2,2,trial_onset,32,0,0,simulated
182574.1208059,task,2,2,response_onset,32,0,0,simulated
182574.2967197,task,2,2,response_press,0,16,0,simulated
182577.3045235,task,3,1,trial_onset,32,0,0,simulated
182579.4233645,task,3,1,response_onset,32,0,0,simulated
182580.8599908,task,3,1,response_press,0,64,0,simulated
182582.1348226,task,3,2,trial_onset,32,0,0,simulated
182584.2536192,task,3,2,response_onset,32,0,0,simulated
182584.8057566,task,3,2,response_press,0,64,0,simulated
182587.9078015,task,4,1,trial_onset,32,0,0,simulated
182590.0214097,task,4,1,response_onset,32,0,0,simulated
182592.3415858,task,4,1,response_press,0,16,0,simulated
182595.0644807,task,4,2,trial_onset,32,0,0,simulated
182597.1859249,task,4,2,response_onset,32,0,0,simulated
182597.6232771,task,4,2,response_press,0,16,0,simulated
182600.5960281,task,5,1,trial_onset,32,0,0,simulated
182602.7066577,task,5,1,response_onset,32,0,0,simulated
182603.0366435,task,5,1,response_press,0,128,0,simulated
182604.2569124,task,5,2,trial_onset,32,0,0,simulated
182606.3916265,task,5,2,response_onset,32,0,0,simulated
182606.8294517,task,5,2,response_press,0,32,0,simulated
182610.179927,task,6,1,trial_onset,32,0,0,simulated
182612.3053633,task,6,1,response_onset,32,0,0,simulated
182612.7804168,task,6,1,response_press,0,32,0,simulated
182614.0194067,task,6,2,trial_onset,32,0,0,simulated
182616.1367972,task,6,2,response_onset,32,0,0,simulated
182616.4985559,task,6,2,response_press,0,128,0,simulated
182619.5540642,violation,7,1,trial_onset,64,0,0,simulated
182621.6717675,violation,7,1,response_onset,64,0,0,simulated
182622.1160191,violation,7,1,response_press,0,64,0,simulated
182623.3641751,violation,7,2,trial_onset,64,0,0,simulated
182625.4890983,violation,7,2,response_onset,64,0,0,simulated
182625.887965,violation,7,2,response_press,0,16,0,simulated
182628.9534159,task,8,1,trial_onset,32,0,0,simulated
182631.0734618,task,8,1,response_onset,32,0,0,simulated
182631.4200142,task,8,1,response_press,0,128,0,simulated
182632.616179,task,8,2,trial_onset,32,0,0,simulated
182634.7387268,task,8,2,response_onset,32,0,0,simulated
182635.1081889,task,8,2,response_press,0,128,0,simulated
182641.4106946,generalization,1,1,trial_onset,128,0,0,simulated
182643.5379671,generalization,1,1,response_onset,128,0,0,simulated
182644.6807037,generalization,1,1,response_press,0,64,0,simulated
182646.3553578,generalization,1,2,trial_onset,128,0,0,simulated
182648.4729309,generalization,1,2,response_onset,128,0,0,simulated
182648.8856095,generalization,1,2,response_press,0,16,0,simulated
182650.6069261,generalization,2,3,trial_onset,128,0,0,simulated
182652.7262972,generalization,2,3,response_onset,128,0,0,simulated
182653.0614282,generalization,2,3,response_press,0,128,0,simulated
182654.7556215,generalization,2,4,trial_onset,128,0,0,simulated
182656.87177,generalization,2,4,response_onset,128,0,0,simulated
182657.1348506,generalization,2,4,response_press,0,32,0,simulated
