Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
396501.6222253,practice,1,1,trial_onset,16,0,0,simulated
396503.6849319,practice,1,1,response_onset,16,0,0,simulated
396504.1297983,practice,1,1,response_press,0,128,0,simulated
396505.3358396,practice,1,2,trial_onset,16,0,0,simulated
396507.2017533,practice,1,2,response_onset,16,0,0,simulated
396507.7008156,practice,1,2,response_press,0,32,0,simulated
396508.9194506,practice,1,3,trial_onset,16,0,0,simulated
396510.783592,practice,1,3,response_onset,16,0,0,simulated
396511.8527438,practice,1,3,response_press,0,64,0,simulated
396513.0304352,practice,1,4,trial_onset,16,0,0,simulated
396514.9038226,practice,1,4,response_onset,16,0,0,simulated
396515.5139918,practice,1,4,response_press,0,64,0,simulated
396516.7192636,practice,1,5,trial_onset,16,0,0,simulated
396518.5860282,practice,1,5,response_onset,16,0,0,simulated
396519.0692032,practice,1,5,response_press,0,128,0,simulated
396520.2679125,practice,1,6,trial_onset,16,0,0,simulated
396522.1356506,practice,1,6,response_onset,16,0,0,simulated
396522.7971868,practice,1,6,response_press,0,16,0,simulated
396524.04106,practice,1,7,trial_onset,16,0,0,simulated
396525.9023621,practice,1,7,response_onset,16,0,0,simulated
396526.5227775,practice,1,7,response_press,0,16,0,simulated
396527.7440074,practice,1,8,trial_onset,16,0,0,simulated
396529.6157963,practice,1,8,response_onset,16,0,0,simulated
396530.2833961,practice,1,8,response_press,0,32,0,simulated
396536.832091,task,1,1,trial_onset,32,0,0,simulated
396538.7195507,task,1,1,response_onset,32,0,0,simulated
396539.5929248,task,1,1,response_press,0,32,0,simulated
396540.8123149,task,1,2,trial_onset,32,0,0,simulated
396542.682722,task,1,2,response_onset,32,0,0,simulated
396543.4123732,task,1,2,response_press,0,64,0,simulated
396549.0216084,task,2,1,trial_onset,32,0,0,simulated
396550.9050711,task,2,1,response_onset,32,0,0,simulated
396551.4601406,task,2,1,response_press,0,32,0,simulated
396552.6760988,task,2,2,trial_onset,32,0,0,simulated
396554.532108,task,2,2,response_onset,32,0,0,simulated
396554.9798029,task,2,2,response_press,0,32,0,simulated
396558.6115029,task,3,1,trial_onset,32,0,0,simulated
396560.4707682,task,3,1,response_onset,32,0,0,simulated
396560.8475242,task,3,1,response_press,0,128,0,simulated
396562.065894,task,3,2,trial_onset,32,0,0,simulated
396563.938779,task,3,2,response_onset,32,0,0,simulated
396564.3263209,task,3,2,response_press,0,128,0,simulated
396569.8906147,task,4,1,trial_onset,32,0,0,simulated
396571.7709673,task,4,1,response_onset,32,0,0,simulated
396572.4082614,task,4,1,response_press,0,32,0,simulated
396573.6277885,task,4,2,trial_onset,32,0,0,simulated
396575.5006402,task,4,2,response_onset,32,0,0,simulated
396575.9337552,task,4,2,response_press,0,32,0,simulated
396579.3716902,task,5,1,trial_onset,32,0,0,simulated
396581.254047,task,5,1,response_onset,32,0,0,simulated
396582.021608,task,5,1,response_press,0,32,0,simulated
396583.255049,task,5,2,trial_onset,32,0,0,simulated
396585.1206799,task,5,2,response_onset,32,0,0,simulated
396585.6368055,task,5,2,response_press,0,128,0,simulated
396588.7143166,task,6,1,trial_onset,32,0,0,simulated
396590.5874225,task,6,1,response_onset,32,0,0,simulated
396591.1842394,task,6,1,response_press,0,64,0,simulated
396592.4098921,task,6,2,trial_onset,32,0,0,simulated
396594.28312,task,6,2,response_onset,32,0,0,simulated
396594.6667988,task,6,2,response_press,0,128,0,simulated
396598.1942807,violation,7,1,trial_onset,64,0,0,simulated
396600.0728115,violation,7,1,response_onset,64,0,0,simulated
396600.597108,violation,7,1,response_press,0,64,0,simulated
396601.8111832,violation,7,2,trial_onset,64,0,0,simulated
396603.6848465,violation,7,2,response_onset,64,0,0,simulated
396604.1324194,violation,7,2,response_press,0,16,0,simulated
396608.3508774,task,8,1,trial_onset,32,0,0,simulated
396610.2207948,task,8,1,response_onset,32,0,0,simulated
396610.6433738,task,8,1,response_press,0,128,0,simulated
396611.851152,task,8,2,trial_onset,32,0,0,simulated
396613.7171053,task,8,2,response_onset,32,0,0,simulated
396614.2358315,task,8,2,response_press,0,16,0,simulated
396621.1119803,generalization,1,1,trial_onset,128,0,0,simulated
396622.971505,generalization,1,1,response_onset,128,0,0,simulated
396623.9357867,generalization,1,1,response_press,0,128,0,simulated
396625.3236928,generalization,1,2,trial_onset,128,0,0,simulated
396627.1901446,generalization,1,2,response_onset,128,0,0,simulated
396627.4927506,generalization,1,2,response_press,0,16,0,simulated
396628.8995387,generalization,2,3,trial_onset,128,0,0,simulated
396630.7720656,generalization,2,3,response_onset,128,0,0,simulated
396631.1678972,generalization,2,3,response_press,0,32,0,simulated
396632.6212477,generalization,2,4,trial_onset,128,0,0,simulated
396634.4862893,generalization,2,4,response_onset,128,0,0,simulated
396634.88472,generalization,2,4,response_press,0,64,0,simulated
