Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
358467.1211719,practice,1,1,trial_onset,16,0,0,simulated
358469.23709,practice,1,1,response_onset,16,0,0,simulated
358469.6901642,practice,1,1,response_press,0,128,0,simulated
358470.8993932,practice,1,2,trial_onset,16,0,0,simulated
358473.0165385,practice,1,2,response_onset,16,0,0,simulated
358473.6568806,practice,1,2,response_press,0,64,0,simulated
358474.8566567,practice,1,3,trial_onset,16,0,0,simulated
358476.970721,practice,1,3,response_onset,16,0,0,simulated
358477.5218037,practice,1,3,response_press,0,16,0,simulated
358478.7568753,practice,1,4,trial_onset,16,0,0,simulated
358480.8866813,practice,1,4,response_onset,16,0,0,simulated
358481.2320532,practice,1,4,response_press,0,16,0,simulated
358482.4674201,practice,1,5,trial_onset,16,0,0,simulated
358484.5809931,practice,1,5,response_onset,16,0,0,simulated
358485.1026756,practice,1,5,response_press,0,128,0,simulated
358486.3251648,practice,1,6,trial_onset,16,0,0,simulated
358488.4486862,practice,1,6,response_onset,16,0,0,simulated
358488.7848877,practice,1,6,response_press,0,32,0,simulated
358490.0030053,practice,1,7,trial_onset,16,0,0,simulated
358492.1369397,practice,1,7,response_onset,16,0,0,simulated
358492.7198406,practice,1,7,response_press,0,64,0,simulated
358493.9388702,practice,1,8,trial_onset,16,0,0,simulated
358496.0515732,practice,1,8,response_onset,16,0,0,simulated
358496.7688163,practice,1,8,response_press,0,32,0,simulated
