Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
358329.1179509,practice,1,1,trial_onset,16,0,0,simulated
358331.1856712,practice,1,1,response_onset,16,0,0,simulated
358331.7762562,practice,1,1,response_press,0,128,0,simulated
358332.9995502,practice,1,2,trial_onset,16,0,0,simulated
358334.8681178,practice,1,2,response_onset,16,0,0,simulated
358335.5672057,practice,1,2,response_press,0,64,0,simulated
358336.7904237,practice,1,3,trial_onset,16,0,0,simulated
358338.6701126,practice,1,3,response_onset,16,0,0,simulated
358339.0829298,practice,1,3,response_press,0,32,0,simulated
358340.3231823,practice,1,4,trial_onset,16,0,0,simulated
358342.1869837,practice,1,4,response_onset,16,0,0,simulated
358342.518409,practice,1,4,response_press,0,128,0,simulated
358343.7397102,practice,1,5,trial_onset,16,0,0,simulated
358345.6020823,practice,1,5,response_onset,16,0,0,simulated
358345.9125632,practice,1,5,response_press,0,32,0,simulated
358347.130589,practice,1,6,trial_onset,16,0,0,simulated
358349.002589,practice,1,6,response_onset,16,0,0,simulated
358349.4012622,practice,1,6,response_press,0,16,0,simulated
358350.6365058,practice,1,7,trial_onset,16,0,0,simulated
358352.5006156,practice,1,7,response_onset,16,0,0,simulated
358353.1134548,practice,1,7,response_press,0,64,0,simulated
358354.3492303,practice,1,8,trial_onset,16,0,0,simulated
358356.2218542,practice,1,8,response_onset,16,0,0,simulated
358356.6240098,practice,1,8,response_press,0,16,0,simulated
