Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
376816.6732735,practice,1,1,trial_onset,16,0,0,simulated
376819.6270385,practice,1,1,response_onset,16,0,0,simulated
376820.0817578,practice,1,1,response_press,0,16,0,simulated
376821.3069217,practice,1,2,trial_onset,16,0,0,simulated
376824.0255398,practice,1,2,response_onset,16,0,0,simulated
376824.4492882,practice,1,2,response_press,0,32,0,simulated
376825.699443,practice,1,3,trial_onset,16,0,0,simulated
376828.4063503,practice,1,3,response_onset,16,0,0,simulated
376828.873241,practice,1,3,response_press,0,16,0,simulated
376830.1232637,practice,1,4,trial_onset,16,0,0,simulated
376832.8394029,practice,1,4,response_onset,16,0,0,simulated
376833.4327479,practice,1,4,response_press,0,64,0,simulated
376834.7102755,practice,1,5,trial_onset,16,0,0,simulated
376837.4240569,practice,1,5,response_onset,16,0,0,simulated
376837.8402753,practice,1,5,response_press,0,32,0,simulated
376839.0923062,practice,1,6,trial_onset,16,0,0,simulated
376841.8079651,practice,1,6,response_onset,16,0,0,simulated
376842.2000063,practice,1,6,response_press,0,128,0,simulated
376843.4492097,practice,1,7,trial_onset,16,0,0,simulated
376846.1732722,practice,1,7,response_onset,16,0,0,simulated
376846.6150031,practice,1,7,response_press,0,64,0,simulated
376847.8584313,practice,1,8,trial_onset,16,0,0,simulated
376850.5733362,practice,1,8,response_onset,16,0,0,simulated
376850.9845682,practice,1,8,response_press,0,128,0,simulated
376864.7751056,task,1,1,trial_onset,32,0,0,simulated
376867.5103072,task,1,1,response_onset,32,0,0,simulated
376868.0240536,task,1,1,response_press,0,64,0,simulated
376869.2673801,task,1,2,trial_onset,32,0,0,simulated
376871.9895367,task,1,2,response_onset,32,0,0,simulated
376872.5187833,task,1,2,response_press,0,32,0,simulated
376873.7729823,task,1,3,trial_onset,32,0,0,simulated
376876.4921029,task,1,3,response_onset,32,0,0,simulated
376876.874903,task,1,3,response_press,0,128,0,simulated
376878.0999365,task,1,4,trial_onset,32,0,0,simulated
376880.8227464,task,1,4,response_onset,32,0,0,simulated
376881.3227507,task,1,4,response_press,0,128,0,simulated
376882.5724266,task,1,5,trial_onset,32,0,0,simulated
376885.2945788,task,1,5,response_onset,32,0,0,simulated
376885.7261491,task,1,5,response_press,0,64,0,simulated
376892.5633588,task,2,1,trial_onset,32,0,0,simulated
376895.276853,task,2,1,response_onset,32,0,0,simulated
376895.668318,task,2,1,response_press,0,64,0,simulated
376896.9313947,task,2,2,trial_onset,32,0,0,simulated
376899.6394555,task,2,2,response_onset,32,0,0,simulated
376900.0355919,task,2,2,response_press,0,128,0,simulated
376901.2430824,task,2,3,trial_onset,32,0,0,simulated
376903.9582809,task,2,3,response_onset,32,0,0,simulated
376904.2499996,task,2,3,response_press,0,64,0,simulated
376905.4963913,task,2,4,trial_onset,32,0,0,simulated
376908.2250345,task,2,4,response_onset,32,0,0,simulated
376908.6796615,task,2,4,response_press,0,128,0,simulated
376909.9130767,task,2,5,trial_onset,32,0,0,simulated
376912.6276818,task,2,5,response_onset,32,0,0,simulated
376913.0216527,task,2,5,response_press,0,16,0,simulated
376918.9548522,task,3,1,trial_onset,32,0,0,simulated
376921.6949187,task,3,1,response_onset,32,0,0,simulated
376924.7803781,task,3,1,response_press,0,128,0,simulated
376927.4844817,task,3,2,trial_onset,32,0,0,simulated
376930.2111463,task,3,2,response_onset,32,0,0,simulated
376930.7029385,task,3,2,response_press,0,64,0,simulated
376931.9569955,task,3,3,trial_onset,32,0,0,simulated
376934.672653,task,3,3,response_onset,32,0,0,simulated
376935.1053542,task,3,3,response_press,0,16,0,simulated
376936.3361878,task,3,4,trial_onset,32,0,0,simulated
376939.0585751,task,3,4,response_onset,32,0,0,simulated
376939.4928429,task,3,4,response_press,0,128,0,simulated
376940.7187271,task,3,5,trial_onset,32,0,0,simulated
376943.4456147,task,3,5,response_onset,32,0,0,simulated
376943.8334149,task,3,5,response_press,0,128,0,simulated
376948.9987487,task,4,1,trial_onset,32,0,0,simulated
376951.727732,task,4,1,response_onset,32,0,0,simulated
376952.3277058,task,4,1,response_press,0,64,0,simulated
376953.5716682,task,4,2,trial_onset,32,0,0,simulated
376956.2902127,task,4,2,response_onset,32,0,0,simulated
376959.2341672,task,4,2,response_press,0,16,0,simulated
376961.9764309,task,4,3,trial_onset,32,0,0,simulated
376964.6917261,task,4,3,response_onset,32,0,0,simulated
376965.1363382,task,4,3,response_press,0,128,0,simulated
376966.3627027,task,4,4,trial_onset,32,0,0,simulated
376969.072335,task,4,4,response_onset,32,0,0,simulated
376969.4931228,task,4,4,response_press,0,128,0,simulated
376970.7478136,task,4,5,trial_onset,32,0,0,simulated
376973.4593616,task,4,5,response_onset,32,0,0,simulated
376973.8405294,task,4,5,response_press,0,128,0,simulated
