Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
358243.2151206,practice,1,1,trial_onset,16,0,0,simulated
358245.2904494,practice,1,1,response_onset,16,0,0,simulated
358245.6679193,practice,1,1,response_press,0,16,0,simulated
358246.9130424,practice,1,2,trial_onset,16,0,0,simulated
358248.7697193,practice,1,2,response_onset,16,0,0,simulated
358249.252591,practice,1,2,response_press,0,128,0,simulated
358250.4850628,practice,1,3,trial_onset,16,0,0,simulated
358252.3564765,practice,1,3,response_onset,16,0,0,simulated
358253.0686819,practice,1,3,response_press,0,32,0,simulated
358254.3002848,practice,1,4,trial_onset,16,0,0,simulated
358256.172875,practice,1,4,response_onset,16,0,0,simulated
358256.6490915,practice,1,4,response_press,0,64,0,simulated
358257.8621737,practice,1,5,trial_onset,16,0,0,simulated
358259.7424626,practice,1,5,response_onset,16,0,0,simulated
358260.1436508,practice,1,5,response_press,0,128,0,simulated
358261.4056303,practice,1,6,trial_onset,16,0,0,simulated
358263.2725253,practice,1,6,response_onset,16,0,0,simulated
358263.7606726,practice,1,6,response_press,0,64,0,simulated
358265.0164024,practice,1,7,trial_onset,16,0,0,simulated
358266.8899314,practice,1,7,response_onset,16,0,0,simulated
358267.2829436,practice,1,7,response_press,0,16,0,simulated
358268.4859499,practice,1,8,trial_onset,16,0,0,simulated
358270.3386948,practice,1,8,response_onset,16,0,0,simulated
358270.6105598,practice,1,8,response_press,0,32,0,simulated
