Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
362710.9261038,practice,1,1,trial_onset,16,0,0,simulated
362713.0423257,practice,1,1,response_onset,16,0,0,simulated
362713.6930048,practice,1,1,response_press,0,128,0,simulated
362714.9170153,practice,1,2,trial_onset,16,0,0,simulated
362717.0298687,practice,1,2,response_onset,16,0,0,simulated
362717.4335574,practice,1,2,response_press,0,16,0,simulated
362718.6231482,practice,1,3,trial_onset,16,0,0,simulated
362720.7458055,practice,1,3,response_onset,16,0,0,simulated
362721.5364278,practice,1,3,response_press,0,32,0,simulated
362722.7649166,practice,1,4,trial_onset,16,0,0,simulated
362724.8928084,practice,1,4,response_onset,16,0,0,simulated
362725.3414259,practice,1,4,response_press,0,128,0,simulated
362726.5667198,practice,1,5,trial_onset,16,0,0,simulated
362728.6731855,practice,1,5,response_onset,16,0,0,simulated
362729.216211,practice,1,5,response_press,0,64,0,simulated
362730.4488699,practice,1,6,trial_onset,16,0,0,simulated
362732.5581035,practice,1,6,response_onset,16,0,0,simulated
362732.911467,practice,1,6,response_press,0,16,0,simulated
362734.1428269,practice,1,7,trial_onset,16,0,0,simulated
362736.2593865,practice,1,7,response_onset,16,0,0,simulated
362736.8023411,practice,1,7,response_press,0,64,0,simulated
362738.0423494,practice,1,8,trial_onset,16,0,0,simulated
362740.1609,practice,1,8,response_onset,16,0,0,simulated
362740.6064213,practice,1,8,response_press,0,32,0,simulated
