Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
115298.8302615,practice,1,1,trial_onset,16,0,0,simulated
115298.9847054,practice,1,1,response_onset,16,0,0,simulated
115302.9422126,practice,1,1,response_press,0,16,0,simulated
115305.6726238,practice,1,2,trial_onset,16,0,0,simulated
115307.2218433,practice,1,2,response_onset,16,0,0,simulated
115307.759469,practice,1,2,response_press,0,64,0,simulated
115308.9649549,practice,1,3,trial_onset,16,0,0,simulated
115310.5236687,practice,1,3,response_onset,16,0,0,simulated
115310.9871639,practice,1,3,response_press,0,16,0,simulated
115312.2222278,practice,1,4,trial_onset,16,0,0,simulated
115313.7723712,practice,1,4,response_onset,16,0,0,simulated
115314.3394515,practice,1,4,response_press,0,64,0,simulated
115315.569909,practice,1,5,trial_onset,16,0,0,simulated
115317.1125254,practice,1,5,response_onset,16,0,0,simulated
115317.6543279,practice,1,5,response_press,0,32,0,simulated
115318.8693248,practice,1,6,trial_onset,16,0,0,simulated
115320.4339424,practice,1,6,response_onset,16,0,0,simulated
115320.9046552,practice,1,6,response_press,0,32,0,simulated
115322.1091665,practice,1,7,trial_onset,16,0,0,simulated
115323.6631699,practice,1,7,response_onset,16,0,0,simulated
115324.1773429,practice,1,7,response_press,0,128,0,simulated
115325.3699973,practice,1,8,trial_onset,16,0,0,simulated
115326.9206655,practice,1,8,response_onset,16,0,0,simulated
115327.3981773,practice,1,8,response_press,0,128,0,simulated
