Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
362213.087799,practice,1,1,trial_onset,16,0,0,simulated
362214.7220769,practice,1,1,response_onset,16,0,0,simulated
362215.6379223,practice,1,1,response_press,0,64,0,simulated
362216.8487645,practice,1,2,trial_onset,16,0,0,simulated
362218.4846808,practice,1,2,response_onset,16,0,0,simulated
362218.8945926,practice,1,2,response_press,0,16,0,simulated
362220.1006742,practice,1,3,trial_onset,16,0,0,simulated
362221.7303535,practice,1,3,response_onset,16,0,0,simulated
362222.1734968,practice,1,3,response_press,0,16,0,simulated
362223.3896187,practice,1,4,trial_onset,16,0,0,simulated
362225.0338843,practice,1,4,response_onset,16,0,0,simulated
362225.560684,practice,1,4,response_press,0,64,0,simulated
362226.796166,practice,1,5,trial_onset,16,0,0,simulated
362228.4288741,practice,1,5,response_onset,16,0,0,simulated
362228.9271073,practice,1,5,response_press,0,128,0,simulated
362230.134293,practice,1,6,trial_onset,16,0,0,simulated
362231.7682478,practice,1,6,response_onset,16,0,0,simulated
362232.2021121,practice,1,6,response_press,0,128,0,simulated
362233.4037375,practice,1,7,trial_onset,16,0,0,simulated
362235.0309017,practice,1,7,response_onset,16,0,0,simulated
362235.435676,practice,1,7,response_press,0,32,0,simulated
362236.6619504,practice,1,8,trial_onset,16,0,0,simulated
362238.2863065,practice,1,8,response_onset,16,0,0,simulated
362238.7792253,practice,1,8,response_press,0,32,0,simulated
