Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
362308.3241077,practice,1,1,trial_onset,16,0,0,simulated
362309.95374,practice,1,1,response_onset,16,0,0,simulated
362310.3913346,practice,1,1,response_press,0,128,0,simulated
362311.5801332,practice,1,2,trial_onset,16,0,0,simulated
362313.2110855,practice,1,2,response_onset,16,0,0,simulated
362313.629167,practice,1,2,response_press,0,64,0,simulated
362314.8559243,practice,1,3,trial_onset,16,0,0,simulated
362316.4928386,practice,1,3,response_onset,16,0,0,simulated
362316.9613369,practice,1,3,response_press,0,64,0,simulated
362318.1957178,practice,1,4,trial_onset,16,0,0,simulated
362319.8307377,practice,1,4,response_onset,16,0,0,simulated
362320.3128493,practice,1,4,response_press,0,32,0,simulated
362321.5362769,practice,1,5,trial_onset,16,0,0,simulated
362323.1735662,practice,1,5,response_onset,16,0,0,simulated
362323.5083929,practice,1,5,response_press,0,16,0,simulated
362324.7400727,practice,1,6,trial_onset,16,0,0,simulated
362326.3779955,practice,1,6,response_onset,16,0,0,simulated
362326.6922271,practice,1,6,response_press,0,16,0,simulated
362327.9150026,practice,1,7,trial_onset,16,0,0,simulated
362329.5486171,practice,1,7,response_onset,16,0,0,simulated
362329.972696,practice,1,7,response_press,0,32,0,simulated
362331.208654,practice,1,8,trial_onset,16,0,0,simulated
362332.8405663,practice,1,8,response_onset,16,0,0,simulated
362333.2878217,practice,1,8,response_press,0,128,0,simulated
