Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
362563.6638616,practice,1,1,trial_onset,16,0,0,simulated
362566.3747057,practice,1,1,response_onset,16,0,0,simulated
362567.0299551,practice,1,1,response_press,0,64,0,simulated
362568.2477595,practice,1,2,trial_onset,16,0,0,simulated
362570.959118,practice,1,2,response_onset,16,0,0,simulated
362571.4962108,practice,1,2,response_press,0,128,0,simulated
362572.7125083,practice,1,3,trial_onset,16,0,0,simulated
362575.4253018,practice,1,3,response_onset,16,0,0,simulated
362575.9114443,practice,1,3,response_press,0,128,0,simulated
362577.1254475,practice,1,4,trial_onset,16,0,0,simulated
362579.841849,practice,1,4,response_onset,16,0,0,simulated
362580.2129568,practice,1,4,response_press,0,16,0,simulated
362581.4399765,practice,1,5,trial_onset,16,0,0,simulated
362584.1585966,practice,1,5,response_onset,16,0,0,simulated
362584.7712469,practice,1,5,response_press,0,64,0,simulated
362586.0087958,practice,1,6,trial_onset,16,0,0,simulated
362588.7258249,practice,1,6,response_onset,16,0,0,simulated
362589.253958,practice,1,6,response_press,0,16,0,simulated
362590.4637981,practice,1,7,trial_onset,16,0,0,simulated
362593.1769441,practice,1,7,response_onset,16,0,0,simulated
362593.6518072,practice,1,7,response_press,0,32,0,simulated
362594.8853004,practice,1,8,trial_onset,16,0,0,simulated
362597.6074824,practice,1,8,response_onset,16,0,0,simulated
362598.1977273,practice,1,8,response_press,0,32,0,simulated
