Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
362264.1293246,practice,1,1,trial_onset,16,0,0,simulated
362265.7586102,practice,1,1,response_onset,16,0,0,simulated
362266.4057427,practice,1,1,response_press,0,64,0,simulated
362267.6250628,practice,1,2,trial_onset,16,0,0,simulated
362269.2603878,practice,1,2,response_onset,16,0,0,simulated
362269.7751999,practice,1,2,response_press,0,64,0,simulated
362270.9675706,practice,1,3,trial_onset,16,0,0,simulated
362272.5983103,practice,1,3,response_onset,16,0,0,simulated
362273.0149839,practice,1,3,response_press,0,128,0,simulated
362274.2138096,practice,1,4,trial_onset,16,0,0,simulated
362275.845267,practice,1,4,response_onset,16,0,0,simulated
362276.2307389,practice,1,4,response_press,0,128,0,simulated
362277.4278016,practice,1,5,trial_onset,16,0,0,simulated
362279.0587869,practice,1,5,response_onset,16,0,0,simulated
362279.4779526,practice,1,5,response_press,0,32,0,simulated
362280.7085149,practice,1,6,trial_onset,16,0,0,simulated
362282.3435218,practice,1,6,response_onset,16,0,0,simulated
362282.7191802,practice,1,6,response_press,0,16,0,simulated
362283.9332755,practice,1,7,trial_onset,16,0,0,simulated
362285.5694919,practice,1,7,response_onset,16,0,0,simulated
362286.0886738,practice,1,7,response_press,0,16,0,simulated
362287.262855,practice,1,8,trial_onset,16,0,0,simulated
362288.8975282,practice,1,8,response_onset,16,0,0,simulated
362289.3038831,practice,1,8,response_press,0,32,0,simulated
