Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
362356.8069736,practice,1,1,trial_onset,16,0,0,simulated
362358.0590682,practice,1,1,response_onset,16,0,0,simulated
362358.8703576,practice,1,1,response_press,0,128,0,simulated
362360.0763994,practice,1,2,trial_onset,16,0,0,simulated
362362.7894678,practice,1,2,response_onset,16,0,0,simulated
362363.6154212,practice,1,2,response_press,0,64,0,simulated
362364.8198943,practice,1,3,trial_onset,16,0,0,simulated
362367.5431155,practice,1,3,response_onset,16,0,0,simulated
362368.0012108,practice,1,3,response_press,0,16,0,simulated
362369.2289699,practice,1,4,trial_onset,16,0,0,simulated
362371.941115,practice,1,4,response_onset,16,0,0,simulated
362372.4373565,practice,1,4,response_press,0,128,0,simulated
362373.6571147,practice,1,5,trial_onset,16,0,0,simulated
362376.3763383,practice,1,5,response_onset,16,0,0,simulated
362376.978875,practice,1,5,response_press,0,32,0,simulated
362378.2355379,practice,1,6,trial_onset,16,0,0,simulated
362380.9583376,practice,1,6,response_onset,16,0,0,simulated
362381.3421171,practice,1,6,response_press,0,16,0,simulated
362382.5784503,practice,1,7,trial_onset,16,0,0,simulated
362385.3098608,practice,1,7,response_onset,16,0,0,simulated
362385.9276236,practice,1,7,response_press,0,32,0,simulated
362387.1381603,practice,1,8,trial_onset,16,0,0,simulated
362389.8588089,practice,1,8,response_onset,16,0,0,simulated
362390.4532353,practice,1,8,response_press,0,64,0,simulated
