Timestamp_s,Phase,Block,TrialInBlock,Event,Red,Green,Blue,Source
362492.633948,practice,1,1,trial_onset,16,0,0,simulated
362494.758877,practice,1,1,response_onset,16,0,0,simulated
362495.2536489,practice,1,1,response_press,0,128,0,simulated
362496.4743863,practice,1,2,trial_onset,16,0,0,simulated
362498.5927204,practice,1,2,response_onset,16,0,0,simulated
362499.3010975,practice,1,2,response_press,0,64,0,simulated
362500.5303326,practice,1,3,trial_onset,16,0,0,simulated
362502.6625283,practice,1,3,response_onset,16,0,0,simulated
362503.1173996,practice,1,3,response_press,0,16,0,simulated
362504.3634024,practice,1,4,trial_onset,16,0,0,simulated
362506.4749669,practice,1,4,response_onset,16,0,0,simulated
362506.90363,practice,1,4,response_press,0,32,0,simulated
362508.1578118,practice,1,5,trial_onset,16,0,0,simulated
362510.2739645,practice,1,5,response_onset,16,0,0,simulated
362510.7395995,practice,1,5,response_press,0,32,0,simulated
362511.9875912,practice,1,6,trial_onset,16,0,0,simulated
362514.1110369,practice,1,6,response_onset,16,0,0,simulated
362514.5534643,practice,1,6,response_press,0,128,0,simulated
362515.7944343,practice,1,7,trial_onset,16,0,0,simulated
362517.9090458,practice,1,7,response_onset,16,0,0,simulated
362518.4480319,practice,1,7,response_press,0,64,0,simulated
362519.7222248,practice,1,8,trial_onset,16,0,0,simulated
362521.8419488,practice,1,8,response_onset,16,0,0,simulated
362522.2419131,practice,1,8,response_press,0,16,0,simulated
